"p_id","wave_id","begin_datetime","end_datetime","age","gend","gend_specify","hispanic","race","race_specify","current_zip","current_lngth","adults","children","ok_lngth","home_lot","concern_water_availability","concern_water_quality","concern_water_cost","concern_land_wildlife","concern_land_soil","concern_infra_electricity","concern_infra_transportation","rank_water_availability","rank_water_quality","rank_water_cost","rank_land_wildlife","rank_land_soil","rank_infra_electricity","rank_infra_transportation","risk_tornado","risk_hail","risk_wind","risk_lightning","risk_flood","risk_snow_ice","experience_tornado","experience_hail","experience_wind","experience_lightning","experience_flood","experience_snow_ice","future_tornado","future_hail","future_wind","future_lightning","future_flood","future_snow_ice","risk_flash_drought","risk_pluvial","risk_heat_wave","risk_cold_spell","experience_flash_drought","experience_pluvial","experience_heat_wave","experience_cold_spell","future_flash_drought","future_pluvial","future_heat_wave","future_cold_spell","risk_long_drought","experience_long_drought","future_long_drought","risk_wildfire","risk_earthquake","experience_wildfire","experience_earthquake","future_wildfire","future_earthquake","s2s_aware","s2s_access","wthr_info_paper","wthr_info_web","wthr_info_govweb","wthr_info_loctv","wthr_info_cabtv","wthr_info_radio","wthr_info_fam","wthr_info_soc","wthr_info_phone","s2s_use","s2s_trust","s2s_reliable","s2s_detail","s2s_access_no_fnd","s2s_access_no_inacc","s2s_access_no_rel","s2s_access_no_int","s2s_access_no_oth","s2s_access_oth_spec","cpc_image_rand","cpc_see","cpc_int_sub","cpc_int_obj","cpc_use","cpc_int_no_why","cpc_use_no_fnd","cpc_access_no_inacc","cpc_access_no_rel","cpc_access_no_int","cpc_access_no_oth","cpc_access_oth_spec","s2s_vote_gov","s2s_bid","s2s_wtp","s2s_wtp_con_yes","s2s_wtp_con_no","s2s_comm_agnst","s2s_comm_unsur","s2s_passed","glbcc","glbcc_cert","glbcc_risk","glbwrm_ok","rate_family","rate_social","rate_health","rate_ment","rate_finances","rate_home_val","rate_savings","rate_environment","rate_roads","sf_pcl_reliving","sf_pcl_avoid_reminders","sf_pcl_distant","sf_pcl_irritable","fut_hlth_srvy","trust_policy","trust_agencies","trust_private","party","party_spec","iden","lean","ideol","vote_loc","talk_politics_friends","talk_politics_strangers","att_politics","role_policy","role_science","role_public","role_business","role_nonprofit","education","inc","income_people","inc50","inc100","inc150","inc200","smartphone","citizen_science","is_fieldphotoinvite","norman_area","cinr_participate","cinr_preference","study_area","region","ocwp_region"
"Nm-W127370","S3OK Wave 5 (Spring 2024)",1709234904,1709236309,73,1,NA,0,1,NA,74604,45,2,0,45,3,4,2,2,1,2,1,5,1,2,3,7,6,5,4,3,4,3,3,3,3,0,1,1,1,0,0,2,4,4,3,3,3,4,1,5,2,0,0,1,1,4,2,4,3,4,1,4,4,3,0,1,5,3,1,5,0,1,1,1,0,0,0,0,0,"gardening, travel",3,4,5,0,0,0,0,0,NA,"word",1,4,4,3,NA,0,0,0,0,0,NA,4,72,2,NA,NA,NA,"Depends on other items I'd rather pay for like public radio and OETA",2,1,10,7,1,5,2,4,3,5,2,5,4,2,1,2,2,2,1,1,3,2,3,NA,NA,2,5,1,2,1,2,5,"80",5,5,5,7,4,2,NA,NA,NA,21,0,1,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"R2PH30207","S3OK Wave 5 (Spring 2024)",1709235276,1709236189,70,0,NA,0,1,NA,73801,30,1,0,70,3,4,2,5,2,2,3,2,4,6,1,7,2,3,5,4,3,4,3,3,3,0,1,1,1,0,1,NA,3,4,3,3,4,2,3,4,4,1,0,1,NA,3,3,2,2,3,0,4,5,4,0,0,4,4,1,5,0,0,0,0,1,0,1,0,1,"Daily activities",3,2,4,0,0,0,0,0,NA,"percent",1,3,2,4,NA,0,0,0,0,0,NA,3,70,NA,NA,NA,NA,"What is working now is good enough for me",4,0,4,6,1,3,2,3,2,4,3,4,3,3,3,2,2,1,1,2,3,3,2,NA,1,NA,6,1,3,2,4,30,"20",5,25,20,2,2,1,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Panhandle"
"R3CAPH2400","S3OK Wave 5 (Spring 2024)",1709235665,1709237740,61,1,NA,1,1,NA,73772,2,1,0,55,3,4,5,4,2,4,5,5,5,2,1,6,3,4,7,5,5,5,4,3,4,0,1,1,1,0,1,5,4,5,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,1,4,5,4,0,1,5,5,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",1,4,5,3,NA,0,0,0,0,0,NA,5,45,2,NA,NA,NA,"taxes are getting rediculous  for all  and our county tax is the hightest in the state at present",4,1,9,9,1,3,3,2,3,2,3,2,3,2,1,4,2,3,1,2,2,2,1,NA,1,NA,5,1,3,1,3,10,"25",25,20,20,2,2,1,NA,7,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"R3KIPH54668","S3OK Wave 5 (Spring 2024)",1709237659,1709245705,62,1,NA,0,1,NA,74557,30,2,0,62,3,2,2,2,1,1,2,2,4,3,5,7,6,1,2,5,3,4,4,3,3,0,0,1,1,1,0,4,4,4,3,3,3,3,4,4,3,1,0,1,1,5,4,5,3,4,1,5,4,3,1,0,4,3,1,4,0,0,0,1,1,1,0,0,1,"Farming",3,4,4,0,0,0,0,0,NA,"percent",1,4,3,4,NA,0,0,0,0,0,NA,5,16,1,8,NA,NA,NA,5,1,8,8,1,3,3,4,3,3,3,3,3,3,1,1,1,2,1,3,3,2,3,NA,NA,1,4,1,4,2,4,10,"40",30,10,10,5,NA,2,NA,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Southeast"
"R_3m3jEHzyamcO9gh","S3OK Wave 5 (Spring 2024)",1709238567,1709239580,47,0,NA,0,1,NA,73110,2,1,0,47,1,2,5,2,4,5,5,5,1,2,3,6,4,5,7,4,4,4,4,4,2,1,1,1,1,1,1,4,4,4,4,4,2,4,4,4,3,0,1,1,1,4,4,4,2,3,0,4,4,3,0,1,4,3,1,3,0,1,1,1,0,0,0,0,0,"Travel",3,4,4,0,0,0,0,0,NA,"word",1,4,5,3,NA,0,0,0,0,0,NA,2,98,NA,NA,NA,"I don't think it's accurate enough to warrant public funding.",NA,4,0,8,5,0,2,2,3,3,1,NA,1,3,2,2,3,2,2,1,1,2,1,3,NA,NA,3,4,1,3,2,3,0,"10",70,10,10,5,2,1,NA,9,NA,NA,1,0,0,1,2,2,"Outside Little River Watershed","Oklahoma City","Central"
"Nm-W103511","S3OK Wave 5 (Spring 2024)",1709240538,1709243164,73,1,NA,0,1,NA,74344,41,2,0,73,3,1,2,2,2,1,2,3,7,4,3,5,6,2,1,2,3,3,3,3,2,0,1,1,1,0,1,3,3,3,3,3,3,2,3,3,2,0,0,0,1,3,3,3,3,3,0,3,4,4,0,1,3,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,0,0,NA,"word",1,4,5,2,NA,0,1,0,0,0,NA,5,58,1,7,NA,NA,NA,3,0,8,2,0,4,3,4,4,3,4,3,4,2,1,2,1,2,1,3,3,3,2,NA,2,NA,7,1,4,1,4,20,"50",10,10,10,6,2,2,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Grand"
"R2NM4175","S3OK Wave 5 (Spring 2024)",1709240587,1709243295,79,0,NA,0,1,NA,73651,34,2,0,79,3,5,5,5,5,5,5,4,1,2,3,6,4,5,7,2,3,5,3,2,3,0,0,1,0,0,1,3,1,5,3,1,3,2,2,5,3,0,0,0,1,5,2,5,2,5,0,5,5,4,0,0,5,5,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,4,4,1,NA,0,1,0,0,0,NA,4,41,0,NA,10,"In southwest oklahoma we recieve weather perdiction from okc stations. They tend to be unreliable a good portion of the time. In agraculture it is very important for the perdictions to accurate. Know if you could improve accuracy that would be a great improvement.


",NA,4,1,10,10,1,3,2,2,3,2,4,3,4,2,1,1,1,1,1,3,3,3,1,NA,NA,NA,4,1,2,2,3,0,"30",40,20,10,6,4,2,NA,NA,NA,17,0,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Southwest"
"R3KIPH59626","S3OK Wave 5 (Spring 2024)",1709240828,1709242257,60,0,NA,1,1,NA,74743,24,2,0,50,3,1,4,4,4,4,4,5,4,1,5,6,3,7,2,4,3,3,3,3,2,1,1,1,1,0,0,3,3,3,3,3,3,3,2,4,3,1,0,1,1,3,3,3,3,3,1,3,3,2,1,1,3,4,1,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,4,4,NA,0,0,0,0,0,NA,2,88,NA,NA,NA,"I'm not for increasing taxes. There would have to be an increase in taxes in order to put it more funding


",NA,4,0,7,7,1,3,3,3,3,3,3,3,3,3,2,1,1,2,1,2,2,1,2,NA,2,NA,NA,1,4,2,3,5,"10",10,50,25,7,4,2,NA,NA,NA,16,1,1,1,NA,NA,NA,"Outside Little River Watershed","South East","Southeast"
"R3PAPH49471","S3OK Wave 5 (Spring 2024)",1709241366,1709243067,67,1,NA,0,1,NA,74085,45,2,0,67,3,4,4,2,2,3,4,4,2,1,7,6,4,3,5,4,4,2,3,3,2,0,0,1,1,0,0,3,3,4,3,4,3,3,3,3,2,0,1,0,0,4,3,4,3,3,0,4,2,3,0,1,3,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,1,0,1,"I am aware of the forecasts, but I have not thought to find them.","percent",2,3,4,4,NA,0,0,0,0,0,NA,4,47,2,NA,NA,NA,"That seems like a lot of money for weather forecasting.  Not for me individually, but the total for all taxpayers would be quite large.  If there are a million taxpayers in Oklahoma that would be 47,000,000.  ",4,1,6,7,1,5,5,4,5,4,4,4,3,3,1,2,1,1,1,3,4,3,2,NA,1,NA,3,1,4,3,5,10,"35",25,15,15,6,2,2,NA,7,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R2NM43027","S3OK Wave 5 (Spring 2024)",1709241413,1709244587,83,1,NA,0,1,NA,73134,38,2,0,55,2,2,4,5,3,2,4,1,6,2,5,3,4,1,7,3,4,4,4,2,3,0,1,1,0,0,1,3,4,3,3,4,2,2,3,4,3,0,1,1,1,2,4,4,3,4,0,4,4,3,1,1,4,3,1,3,0,1,0,1,0,0,0,0,0,"Travel",3,4,4,0,0,0,0,0,NA,"percent",1,3,5,2,NA,0,0,1,0,0,NA,5,31,1,8,NA,NA,NA,5,1,7,7,1,5,4,4,4,5,4,5,3,3,1,4,1,2,1,2,2,3,1,NA,1,NA,4,1,2,1,2,5,"30",20,5,40,6,3,2,NA,NA,13,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Central"
"62dd2a23-c740-f22e-b424-158f06c985e1","S3OK Wave 5 (Spring 2024)",1709241722,1709244732,59,0,NA,0,6,NA,73108,1,1,0,50,1,1,2,2,3,3,2,2,6,5,3,1,7,4,2,5,3,4,3,3,4,0,1,1,0,0,1,5,3,4,3,3,4,3,3,4,4,0,0,0,1,4,3,4,3,3,0,3,3,2,0,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",2,3,1,3,NA,0,0,0,0,0,NA,4,62,2,NA,NA,NA,"I would need more information ",3,1,5,7,1,2,2,2,3,1,NA,1,3,3,3,3,4,1,1,3,4,4,2,NA,2,NA,6,0,2,2,3,10,"40",30,0,20,1,1,1,1,NA,NA,NA,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH8876","S3OK Wave 5 (Spring 2024)",1709243009,1709244857,70,0,NA,0,1,NA,73114,4,1,0,51,2,2,3,2,1,2,4,5,1,2,7,6,3,4,5,5,4,4,3,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,3,1,0,0,1,3,3,3,3,4,1,3,4,4,1,1,3,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0,0,0,NA,"word",0,4,4,4,NA,0,0,0,0,0,NA,5,91,2,NA,NA,NA,"I am on Social Security. At my income level I don't file or pay income tax.",4,0,9,9,0,5,5,2,5,1,NA,1,4,2,NA,NA,NA,NA,1,3,3,3,2,NA,2,NA,7,1,4,4,4,30,"40",15,5,10,2,1,1,2,NA,NA,NA,1,1,1,1,1,1,"Outside Little River Watershed","Oklahoma City","Central"
"R2PH2833","S3OK Wave 5 (Spring 2024)",1709243441,1709244850,83,1,NA,0,1,NA,73064,44,2,0,80,3,2,2,2,4,2,2,2,3,1,5,4,7,2,6,3,4,4,3,2,2,0,0,1,0,0,0,3,3,4,4,2,2,2,3,4,3,0,0,0,0,3,4,3,2,3,0,4,3,3,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,4,4,4,NA,0,0,0,0,0,NA,3,70,NA,NA,NA,NA,"Bever seen a government program that did not cost me something in the long term.  ",4,0,8,2,1,4,3,3,5,3,4,3,4,2,1,1,1,1,1,1,3,3,2,NA,1,NA,5,1,3,1,3,0,"60",40,0,0,7,4,2,NA,NA,NA,21,1,1,1,1,1,2,"Outside Little River Watershed","Oklahoma City","Central"
"Nm-W103471","S3OK Wave 5 (Spring 2024)",1709243530,1709940655,61,1,NA,0,1,NA,74337,5,2,1,61,3,3,3,3,4,3,3,3,6,1,5,7,2,3,4,5,2,5,4,5,2,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,0,0,1,1,3,3,3,3,3,NA,3,3,3,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",2,3,4,4,NA,0,0,0,0,0,NA,3,58,NA,NA,NA,NA,"Would like more information on this ",4,1,5,5,1,4,3,4,3,2,4,2,4,1,2,4,2,1,1,3,2,1,2,NA,2,NA,6,1,3,1,3,20,"20",10,10,40,4,3,2,NA,NA,13,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Tulsa","Grand"
"R2NM12294","S3OK Wave 5 (Spring 2024)",1709244157,1709245565,70,0,NA,0,1,NA,74105,6,2,0,35,2,2,2,2,2,2,2,2,1,2,6,7,5,3,4,3,3,3,3,2,2,0,0,1,0,0,0,3,3,3,3,3,2,2,3,4,3,0,0,1,0,3,3,3,3,2,0,3,3,3,0,1,3,3,1,3,0,0,0,0,0,0,0,0,1,"planning a trip or event",3,4,4,0,0,0,0,0,NA,"percent",0,1,2,3,"it is hard to see when you’re looking at it on a tablet or phone.",0,0,0,0,0,NA,3,61,NA,NA,NA,NA,"I look on my Weather app for the two week forecast, and that’s pretty much enough for me but I’m not a Pharma so it’s not as important to me as maybe if I were a farmer.",3,0,8,1,0,4,4,4,4,3,3,2,3,3,1,1,1,1,1,3,3,3,2,NA,2,NA,5,1,3,2,3,20,"20",30,10,20,2,2,2,NA,6,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R_Z3mabpzXJjYw7BL","S3OK Wave 5 (Spring 2024)",1709244695,1709245652,65,0,NA,0,3,NA,74110,2,1,0,65,1,1,4,2,5,2,2,2,6,3,1,4,7,5,2,4,3,3,3,3,2,0,0,1,1,0,1,5,5,5,5,5,3,3,3,4,4,0,0,0,1,3,3,4,3,3,0,3,4,3,0,1,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,4,4,4,NA,0,0,0,0,0,NA,4,74,0,NA,10,"I'm low income ",NA,3,1,10,8,1,3,2,3,4,3,NA,1,3,2,1,1,1,1,1,3,3,3,1,NA,2,NA,2,0,2,1,4,20,"50",10,10,10,4,1,1,2,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R2PH35545","S3OK Wave 5 (Spring 2024)",1709246083,1709247176,70,0,NA,0,1,NA,74604,26,2,0,36,2,5,3,4,5,5,4,5,1,2,7,3,4,5,6,3,2,4,2,4,2,0,0,1,1,0,0,3,2,5,2,4,2,5,3,5,3,1,0,1,1,5,2,5,2,5,1,5,4,4,1,1,4,4,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,3,3,NA,0,0,0,0,0,NA,3,67,NA,NA,NA,NA,"I a unable to believe that the data and result would actually be used.  We ignore so much valid information.",2,1,5,8,1,3,3,3,3,3,3,3,3,2,1,4,2,4,1,2,3,3,1,NA,2,NA,1,1,2,2,4,20,"30",20,15,15,7,2,2,NA,8,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"R3WAPH8844","S3OK Wave 5 (Spring 2024)",1709246535,1709248170,65,1,NA,0,1,NA,73018,32,2,0,50,1,3,4,4,3,4,4,4,5,2,4,7,6,3,1,3,3,3,2,2,2,0,1,1,0,0,1,4,4,4,4,3,3,2,3,3,3,0,0,1,1,3,3,3,3,3,0,3,4,4,0,1,3,3,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,NA,"word",1,4,5,3,NA,0,0,0,0,0,NA,5,5,1,9,NA,NA,NA,4,1,7,9,1,4,3,4,3,3,3,4,4,3,1,2,2,1,1,3,3,3,2,NA,2,NA,6,1,3,1,3,20,"30",15,20,15,3,2,2,NA,7,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Lower Washita"
"Ph-W217334","S3OK Wave 5 (Spring 2024)",1709246880,1709248745,77,0,NA,0,1,NA,74604,45,1,0,77,3,2,2,2,2,2,2,4,4,3,7,6,5,2,1,4,3,4,2,3,3,0,0,1,0,0,0,3,3,3,3,3,3,4,2,3,3,1,0,0,1,3,3,3,3,4,1,3,NA,3,0,0,3,3,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,4,4,3,NA,0,0,0,0,0,NA,4,59,1,5,NA,NA,NA,2,0,5,3,0,3,3,3,3,4,3,4,3,2,2,2,2,2,1,2,3,2,1,NA,2,NA,3,0,3,2,4,20,"25",20,20,15,6,4,1,NA,NA,NA,20,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Upper Arkansas"
"62df6bff-1040-fd97-a233-d6a082c05eb5","S3OK Wave 5 (Spring 2024)",1709247328,1709248260,23,0,NA,0,1,NA,74361,0,2,0,23,3,2,3,3,3,2,2,4,2,3,6,1,4,5,7,5,4,5,4,4,3,1,1,1,1,0,1,3,3,3,3,3,3,4,4,5,5,0,0,1,1,3,3,3,3,3,0,3,3,2,0,1,3,4,1,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,1,0,0,0,NA,"percent",1,4,3,3,NA,0,0,0,0,0,NA,3,48,NA,NA,NA,NA,"I think it would be a good idea, but I can see people in my life not thinking it's a good idea and their opinions are important to me.",5,0,7,8,0,4,3,2,3,2,NA,3,3,3,1,2,2,5,1,4,5,3,2,NA,2,NA,7,0,4,1,3,10,"20",40,10,20,2,2,NA,NA,8,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Grand"
"R2PH3359","S3OK Wave 5 (Spring 2024)",1709250143,1709251261,75,0,NA,0,1,NA,73550,54,2,0,75,2,3,3,3,1,2,3,3,7,5,6,3,1,2,4,3,4,4,2,3,4,NA,1,1,1,0,1,4,4,4,3,4,3,3,3,4,3,0,0,1,1,3,3,3,3,4,0,4,4,3,0,1,3,3,1,4,0,0,0,0,1,0,0,0,0,"plannibg my day",3,3,3,0,0,0,0,0,NA,"word",2,3,3,3,NA,0,0,0,0,0,NA,3,60,NA,NA,NA,NA,"dont know",3,0,0,1,2,3,3,4,4,3,3,3,4,2,3,3,2,2,1,3,3,3,2,NA,1,NA,4,1,3,1,3,20,"20",20,20,20,3,1,2,5,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Southwest"
"R_1FLleAATiKGqLZ8","S3OK Wave 5 (Spring 2024)",1709251174,1710340791,41,1,NA,1,3,NA,73005,3,2,0,23,3,3,5,4,4,5,4,4,3,1,4,6,2,5,7,5,5,4,3,3,3,0,1,1,1,0,1,4,4,4,4,4,5,4,3,4,3,0,0,0,1,3,4,4,4,4,0,4,4,2,0,0,4,3,1,3,1,1,1,1,1,1,1,1,1,"I use medium range forecasting to better plan for my daughters activities


",3,4,4,0,0,0,0,0,NA,"word",2,2,4,3,"It only says above below but doesn't specify what's going to be above or below


",0,0,0,0,0,NA,4,20,2,NA,NA,NA,"The economy is turbulent and volatile


",4,0,4,7,2,3,2,2,4,2,2,2,4,2,2,2,4,3,1,3,3,2,2,NA,1,NA,5,0,2,2,4,30,"40",5,20,5,2,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","Oklahoma City","Lower Washita"
"R2PH41368","S3OK Wave 5 (Spring 2024)",1709252014,1709692050,76,0,NA,0,4,NA,74601,34,1,0,34,1,1,1,3,1,1,2,2,1,2,4,6,7,3,5,4,2,3,2,3,2,0,0,1,0,0,0,4,3,4,3,2,2,3,2,4,3,0,0,0,0,2,2,4,2,4,1,4,4,2,0,1,4,3,1,5,0,0,0,0,0,1,0,0,1,"Outdoor activities, travel, how to dress ",4,5,5,0,0,0,0,0,NA,"percent",1,4,5,4,NA,0,0,0,0,0,NA,5,38,1,0,NA,NA,NA,5,1,10,9,1,3,3,4,4,4,3,4,3,3,1,3,1,1,1,3,3,3,2,NA,2,NA,5,0,3,1,3,10,"60",10,10,10,6,2,1,NA,8,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"819150","S3OK Wave 5 (Spring 2024)",1709253888,1709254569,32,0,NA,1,6,NA,74112,20,2,3,30,1,5,5,5,5,5,5,4,6,3,2,4,5,1,7,5,5,5,5,5,4,0,0,1,1,0,1,4,3,4,3,3,4,4,4,4,4,0,0,1,1,4,4,4,4,3,0,4,4,5,0,1,5,5,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",1,4,3,3,NA,0,0,0,0,0,NA,3,82,NA,NA,NA,NA,"More important things ",4,1,7,6,1,3,1,1,1,1,1,1,3,1,5,5,5,5,1,3,3,3,3,NA,NA,3,4,0,3,1,3,0,"25",25,25,25,4,1,1,3,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","Tulsa","Middle Arkansas"
"R3PANM48769","S3OK Wave 5 (Spring 2024)",1709254340,1709258381,69,0,NA,0,1,NA,74074,17,1,0,69,2,3,5,3,2,3,4,5,5,1,7,2,6,3,4,4,3,5,3,2,4,1,0,1,0,0,1,4,3,4,3,3,4,3,4,3,4,0,0,1,1,3,3,4,4,3,1,3,3,3,1,1,4,4,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",0,3,5,1,NA,1,0,0,1,0,NA,5,1,2,NA,NA,NA,"The cost may not be on my budget",3,1,4,8,1,3,3,3,3,2,NA,2,3,1,1,3,1,1,1,2,3,1,3,NA,NA,3,4,1,3,2,3,10,"10",50,20,10,7,1,1,2,NA,NA,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R_2qfIbGxT3wxE4MV","S3OK Wave 5 (Spring 2024)",1709254388,1709255492,73,0,NA,0,6,NA,73461,7,3,1,7,3,4,4,4,2,2,4,5,3,4,6,7,5,2,1,4,4,5,4,4,4,0,1,1,1,1,1,4,3,5,3,4,3,4,3,5,3,1,1,1,1,4,4,5,3,4,1,5,4,3,1,1,5,4,1,3,0,1,0,1,1,0,0,0,0,"Planning travel",3,2,2,0,0,0,0,0,NA,"percent",1,4,1,4,NA,0,0,0,0,0,NA,4,48,2,NA,NA,NA,"Medium-range weather forecasting is necessary, but is it accurate enough to justify a tax increase? ",4,1,10,10,1,3,2,3,3,3,3,2,4,2,2,2,4,1,1,2,2,1,3,NA,NA,1,2,1,4,2,5,5,"60",10,5,20,6,3,3,NA,NA,14,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","South East","Blue-Boggy"
"R2PH34180","S3OK Wave 5 (Spring 2024)",1709255357,1709256954,66,0,NA,0,1,NA,73701,5,3,1,66,2,5,5,5,4,4,5,5,3,2,5,7,6,1,4,4,4,5,4,3,3,0,0,1,1,0,1,3,3,4,3,3,3,4,3,4,4,0,0,1,1,4,3,4,3,5,0,4,5,3,1,1,4,3,1,3,0,0,0,1,0,0,0,1,0,"Planning outdoor activities or trips",3,3,2,0,0,0,0,0,NA,"word",1,3,1,3,NA,0,0,0,0,0,NA,3,70,NA,NA,NA,NA,"Not sure of the benefits of medium range forecasting.",3,0,7,2,0,3,2,2,2,3,3,3,4,2,1,1,2,1,1,3,4,3,2,NA,2,NA,7,1,3,4,4,10,"10",40,20,20,4,2,2,NA,8,NA,NA,0,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R2NM10749","S3OK Wave 5 (Spring 2024)",1709255739,1709257001,54,0,NA,0,1,NA,74631,23,1,0,54,3,4,5,2,4,4,5,4,3,2,7,6,5,1,4,3,2,5,2,3,3,0,0,1,1,0,1,3,3,5,3,4,4,4,3,3,3,0,0,0,1,4,3,4,4,5,1,5,5,3,0,1,5,3,1,3,0,1,0,0,0,0,0,0,1,"Outdoor activities and travel",3,4,4,0,0,0,0,0,NA,"percent",0,2,4,3,"I'm not sure what the Normal temperature is so above or below is confusing.",0,0,0,0,0,NA,5,8,2,NA,NA,NA,"Not sure of the benefit versus the cost",4,1,7,7,2,5,4,3,3,5,4,5,4,2,1,3,2,2,1,2,3,2,2,NA,1,NA,6,1,3,2,1,20,"50",5,15,10,5,1,1,4,NA,NA,NA,1,0,0,NA,NA,NA,"Outside Little River Watershed","North Central","Upper Arkansas"
"R_2EE2v6JZt6LevBj","S3OK Wave 5 (Spring 2024)",1709255800,1709257278,43,0,NA,0,4,NA,73072,5,2,0,4,1,4,4,3,4,3,5,5,2,1,5,6,7,3,4,4,5,5,4,2,3,0,0,1,1,0,1,2,2,3,3,3,2,3,3,5,3,0,0,0,1,3,3,3,3,3,0,3,4,2,0,0,3,3,2,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"percent",2,3,3,4,NA,0,0,0,0,0,NA,4,29,2,NA,NA,NA,"I don’t want to increase my expenses ",4,1,7,7,1,3,4,3,3,3,NA,1,4,4,5,4,3,5,NA,4,3,5,2,NA,2,NA,2,1,3,3,4,20,"25",10,25,20,7,2,2,NA,7,NA,NA,0,0,0,1,0,0,"Outside Little River Watershed","Oklahoma City","Central"
"R_RWtGESTLHLJryzn","S3OK Wave 5 (Spring 2024)",1709258072,1709259227,57,1,NA,0,3,NA,74937,18,2,3,37,3,1,2,3,2,4,2,4,6,2,3,5,4,1,7,4,3,4,3,2,3,0,0,1,0,0,0,4,4,4,4,3,3,3,3,3,3,0,0,0,0,4,3,4,3,3,0,4,3,3,0,0,3,3,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,"word",0,3,4,3,NA,0,0,0,0,0,NA,3,21,NA,NA,NA,NA,"I can see the benefits of longer range forecasts but do not feel they can be very accurate. ",3,1,6,6,1,3,3,2,3,3,3,2,3,2,1,3,3,4,1,2,2,2,2,NA,2,NA,6,1,3,2,3,10,"50",20,10,10,5,3,2,NA,NA,13,NA,1,1,1,NA,NA,NA,"Outside Little River Watershed","South East","Lower Arkansas"
